En el principio , Dios creó los cielos y la tierra .	Only Paraguayan Guarani (gug) copied here.
¿ Acaso ahora me volví su enemigo porque les digo la verdad ?	Ha ko'ágã , nda che a'evéita nga'u piko pende rehe , ha'e haguére peẽme añetegua?
Esa gente muestra mucho interés por ustedes , pero no es un interés de buena ley . Lo que buscan es aislarlos de mí para que no tengan más remedio que seguirlos .	Umi tekove japu oma'ẽ hatã pende rehe , ha'e kuéra katu ndohekái iporãva . Ha'e kuéra pende pe'ase ore hegui , peẽ upe rire peheka haguã chupe kuéra .
Es bueno mostrar celo con buena intención siempre , y no sólo cuando yo estoy presente con vosotros .	Iporã niko añete ñama'ẽ ñande rapicháre mba'e porã rekávo . Ha upéva ta opa ára , ani aime jave pene ndivénte .
hijitos míos , por quienes vuelvo a estar en dolores de parto hasta que Cristo sea formado en ustedes .	Che ra'y kuéra , kuña imembýta vaicha ahasa asy jeýtama hína pende rehe , ou peve Cristo pende pype .
quisiera estar con ustedes ahora mismo y cambiar de tono , pues ustedes me tienen perplejo .	Aimémo ra'e upépe ko'agãite añe'ẽ haguã peẽme tekotevẽháicha . Ndaikuaái niko mba'épa ha'éta pende rehe!
Ustedes , los que se empeñan en vivir bajo la ley de Moisés , díganme : ¿ han escuchado acaso lo que dice ?	Peje chéve peteĩ mba'e , peẽ peikoséva tembiapoukapýre . Napehendúi nga'u piko mba'épa he'i pe tembiapoukapy?
Por ejemplo , está escrito que Abrahán adquirió dos hijos , uno de la sirvienta y uno de la mujer libre ;	He'i Abraham ita'ýra hague mokõi : ijypykue peteĩ hembiguáigui , ha pe ambue katu hembireko teégui , ndaha'éiva hembiguái .
El hijo de la esclava nació conforme a una decisión humana ; pero el hijo de la libre nació conforme a la promesa .	Upe hembiguái memby ou yvypóra rekópe . Ha pe hembiguai'ỹva memby katu ou oiko haguã pe Tupã oñe'ẽ me'ẽ hague .
Esto tiene un significado más profundo : las dos mujeres representan dos alianzas . Una — simbolizada en Agar — proviene del monte Sinaí , y engendra esclavos .	Oime hína mba'épa he'ise upéva . Umi mokõi kuña he'ise mokõi ñe'ẽ ñome'ẽ . Peteĩ , pe yvyty Sinaípe guare , upéva hína Agar , ha iñemoñarégui oikóva tembiguái .
Pues Agar representa el monte Sinaí , en Arabia , que corresponde a la actual Jerusalén , ya que esta ciudad está sometida a esclavitud junto con sus hijos .	Agar , niko pe yvyty Sinaí rekovia Arábiape , ko'ágãva Jerusalén , oĩva ambue poguýpe tembiguái ramo imemby kuéra reheve .
Pero la Jerusalén de arriba , la cual es madre de todos nosotros , es libre .	Pe Jerusalén yvága pegua katu noĩri avave poguýpe , ha ha'e ñande sy hína .
Porque está escrito : “ Alégrate , mujer estéril que no das a luz ; prorrumpe y clama en voz alta , mujer que no tienes dolores de parto ; porque los hijos de la desolada son más numerosos que [ los ] de la que tiene el esposo ” .	Ñandejára Ñe'ẽ niko he'i : “ Evy'áke nde kuña ikatu'ỹva ne memby , esapukái vy'águi , nde , na ne membýi vaekue araka'eve . Pe kuña ojeheja rei vaekueimemby hetavétakuña iména vaekuégui . ”
Y ustedes , hermanos , como Isaac , son hijos de la promesa .	Che pehẽngue kuéra , peẽ niko Tupã ra'y iñe'ẽ me'ẽnguégui guare , Isaac ha'e haguéicha avei .
Pero lo mismo que entonces el hijo que nació siguiendo el curso normal de la naturaleza no cesaba de hostigar al que nació en virtud del Espíritu , así ocurre ahora .	Ha upe ramo , pe mitã ou vaekue yvy ári yvypóra rekópente oiko haguéicha omuña pe mitã ou vaekue Espíritu rupi guápe , upéicha avei ko'ágã .
Sin embargo , ¿ qué dice la Escritura ? “ Expulsa a la sirvienta y a su hijo , porque de ningún modo será heredero el hijo de la sirvienta con el hijo de la mujer libre . ”	Ha mba'e piko he'i pe Ñandejára Ñe'ẽ? He'i : “ Emosẽ okápe pe tembiguái ha imemby . Tembiguái memby ndaikatúi oñomboja'ovo pe Tupã oheja vaekuére pe tembiguai'ỹva memby ndive . ”
Por lo tanto , hermanos , no somos hijos de una sirvienta , sino de la mujer libre .	Ha upéicha , che pehẽngue kuéra , ñande ndaha'éi tembiguái memby , tembiguai'ỹva memby katu .
Cristo nos libertó para que vivamos en libertad . Por lo tanto , manténganse firmes y no se sometan nuevamente al yugo de esclavitud .	Cristo rupi ñane sãsõ . Aipórõ , peñemohatãke upe sãsõme ha anive pe'a tembiguái reko , yvyra pohýi guýpe .
¡ Vean ! Yo , Pablo , les estoy diciendo que si ustedes se circuncidan , Cristo no les será de ningún provecho .	Pe che rendu . Che , Pablo , ha'e peẽme , pejeapi'oukárõ , Cristo ndaha'e mo'ãiha mba'eve peẽme guarã .
Otra vez testifico a todo hombre que se circuncida , que está obligado a cumplir toda la Ley .	Ha'ese jey oimeraẽva kuimba'e ojeapi'oukávape , ojapo vaerãha opa he'íva pe tembiapoukapy .
De Cristo se han separado , ustedes que procuran ser justificados por la ley ; de la gracia han caído .	Peẽ , peipotáva pejerereko heko jojáva ramo pejapo haguére tembiapoukapy he'íva , pejei Crístogui . Pepyta okápe Tupã py'a porãgui .
Pues nosotros , por medio del Espíritu , esperamos por la fe la esperanza de justicia .	Ore ramo katu , Espíritu ha ore jerovia rupi roha'arõ Tupã ore mboheko joja .
Como cristianos , en efecto , da lo mismo estar circuncidados que no estarlo ; lo que cuenta es la fe , que actúa por medio del amor .	Cristo Jesús rupi niko , ndaha'e véima mba'eve jajeapi'ouka ramo térã nahániri . Pe iporãva niko , ñande jerovia ojehechaukáva ñane mborayhúpe .
Ustedes iban por el buen camino . ¿ Quién les impidió seguir la verdad ?	Peẽ peho vaekue tape porãre . Máva piko pende joko ra'e na pene ñe'ẽ renduvéi haguã añeteguávape?
Seguro que no fue Dios , porque él es quien los llamó a ser libres .	Upéva ndaha'éi Tupã rembiapo , ko ha'e pene renói vaekue .
« Un poco de levadura fermenta toda la masa . »	Oje'e niko “ mbuja mbovuha'imi omopu'ãmbaha pe mba'e hu'ũ mbujarã ” ,
Respecto a ustedes que están en unión con [ el ] Señor tengo confianza en que no llegarán a pensar de otro modo ; pero el que les está causando dificultades llevará [ su ] juicio , sin importar quién sea .	ha che ajerovia Ñandejárare , napemoambue mo'ãiha pene remiandu . Tupã katu oinupãta hína pe oikóvape pene mbopy'a tarova , taha'e ha'éva .
En cuanto a mí , hermanos , si fuera cierto que todavía recomiendo la circuncisión , ¿ en razón de qué me siguen persiguiendo ? ¡ El misterio de Cristo crucificado no sería ya motivo de polémica !	Che katu , che pehẽngue kuéra , aiko rire aporombo'e aikóvo tuicha mba'eha pe jajeapi'ouka , umi judío na che muñái vaerã mo'ã . Aipórõ , umi mba'e che ambo'éva Cristo kurusu rehegua nombopochy mo'ãi chupe kuéra .
¡ Cómo quisiera yo que se mutilaran quienes los perturban !	Umi oikóva pene mbopy'a tarova katu , oñeha'ỹi'ómo mandi ra'e ha'e kuéra voi!
Hermanos , han sido llamados a disfrutar de libertad . ¡ No utilicen esa libertad como tapadera de apetencias puramente humanas ! Al contrario , háganse esclavos los unos de los otros por amor .	Peẽ niko , che pehẽngue kuéra peñehenói vaekue peiko haguã sã'ỹme . Anínte peiporu pende rekosã'ỹ pejapo japove haguã pene mba'e pota . Iporãve vaerã peñopytyvõ joayhúpe .
Porque toda la ley se cumple en esta sola palabra : « Amarás a tu prójimo como a ti mismo . »	Tembiapoukapy oĩmba peteĩ mba'épe : “ Ehayhu nde rapichápe rejehayhuháicha nde . ”
Pero si ustedes se muerden y se devoran los unos a los otros , tengan cuidado de no consumirse también los unos a los otros .	Pejererekóke peẽ , peikóva pe josu'u ha pekaru ojuehe , aníke , cháke peñohundíta peẽ voi .
Por eso les digo : dejen que el Espíritu Santo los guíe en la vida . Entonces no se dejarán llevar por los impulsos de la naturaleza pecaminosa .	Aipórõ ha'e peẽme : Peiko Espíritu oipotaháicha . Ha ani peiko pevy'a pene mba'e pota vaípente .
La naturaleza pecaminosa desea hacer el mal , que es precisamente lo contrario de lo que quiere el Espíritu . Y el Espíritu nos da deseos que se oponen a lo que desea la naturaleza pecaminosa . Estas dos fuerzas luchan constantemente entre sí , entonces ustedes no son libres para llevar a cabo sus buenas intenciones ,	Umi mba'e pota vai niko opu'ã Espíriture , ha Espíritu oguero'yrõ umi mba'e pota vai . Pe peteĩ oguero'yrõ umi ambuépe , upévare peẽ ndaikatúi pejapo umi mba'e porã pejaposéva .
Pero si los guía el Espíritu , no están bajo la ley .	Espíritu pene sãmbyhy ramo katu , napeime mo'ã véima tembiapoukapy poguýpe .
Las obras de la naturaleza pecaminosa se conocen bien : inmoralidad sexual , impureza y libertinaje ;	Ndahasýi jahecha haguã ojapóva umi ohóva tembipota vai rapykuéri : ojapo tie'ỹ reheguáva , mba'e ky'a ha jepokuaa vai rehegua ,
idolatría , hechicería , enemistades , pleitos , celos , enojos , rivalidades , disensiones , sectarismos ,	omomba'e guasu ta'ãnga rei ha ojapo paje . Oñemohatã py'a rasýpe , jeiko vai ha ñemyakate'ỹme . Ipochy rei , ojoavypa , ha ojeipa ojuehegui .
envidias , borracheras , diversiones estrepitosas , y cosas semejantes a estas . En cuanto a estas cosas , les aviso de antemano , de la misma manera como ya les avisé , que los que practican tales cosas no heredarán el reino de Dios .	Imba'epota , ika'u , ikaru ha hetave mba'e . Ha'e peẽme , ajapóma haguéicha ymave , umi péicha oikóva ndohupyty mo'ãiha Tupã sãmbyhy .
En cambio , el Espíritu produce amor , alegría , paz , tolerancia , amabilidad , bondad , lealtad ,	Espíritu katu , ome'ẽ mborayhu , vy'a , py'a guapy , jeiko kuaa , py'a porã , marangatu , vy'a pavẽ ,
humildad y dominio propio . No hay ley que condene estas cosas .	jejapo'ỹ ha jeiko kuaa . Umívape guarã hembýma tembiapoukapy .
Además , los que pertenecen a Cristo Jesús han fijado en un madero la carne junto con sus pasiones y deseos .	Ha umi Cristo Jesús reheguáva , ohupíma kurusúre yvypóra reko mba'e vai apoha , imba'epota vaieta reheve .
Si ahora vivimos por el Espíritu , dejemos también que el Espíritu nos guíe .	Ko'ágã jaikove ramo Espíritu rupi , jaheja ta ñane sãmbyhy pe Espíritu .
No seamos orgullosos , ni sembremos rivalidades y envidias entre nosotros .	Ani jajejapo , ani ñamyasãi jeiko vai ha mba'e pota ojoapytépe .
Hermanos , aunque un hombre dé algún paso en falso antes que se dé cuenta de ello , ustedes los que tienen las debidas cualidades espirituales traten de reajustar a tal hombre con espíritu de apacibilidad , vigilándote a ti mismo , por temor de que tú también seas tentado .	Che pehẽngue kuéra : Pehechárõ peteĩ ho'áva angaipápe , peẽ peikóva Espíritu rupi , peipytyvõ vaerã chupe oñemyatyrõ haguã . Ha upéva pejapo py'a porãme , ha peteĩ-teĩ toñangareko hatã ani haguã ha'e avei ojepy'a ra'ã mba'e vairã .
Sigan llevando las cargas los unos de los otros , y así cumplan la ley del Cristo .	Peñopytyvõ peropu'aka haguã opaichagua mba'e pohýi , ha upéicharõ pejapóne Cristo rembiapoukapy .
Porque si alguno se cree que es algo , no siendo nada , se engaña a sí mismo .	Oimérõ oñemomba'e guasúva , ha ndaha'éi mba'eve , oñembotavy .
Que cada uno examine su propia conducta y sea la suya , sin compararla con la del prójimo , la que le proporcione motivos de satisfacción ,	Peteĩ-teĩ ohesa'ỹijo vaerã hekove , ha oñeñandu ramo ikatuha ojejapo , tojejapo ha'énte , ani omoinge avavépe .
Porque cada uno llevará su propia carga .	Peteĩ-teĩ ogueropu'aka vaerã mba'e pohýi imba'évante .
Por su parte , el que recibe instrucción en la fe , debe compartir todos sus bienes con el que lo instruye .	Upe ojeheko mbo'éva marandu porãme , omboja'o vaerã imbo'ehára ndive opa mba'e ohupytývare .
No se extravíen : de Dios uno no se puede mofar . Porque cualquier cosa que el hombre esté sembrando , esto también segará ;	Ani peñembotavy . Avave ndaikatúi oñembohorývo Tupãre . Oñeñotỹva oñemono'õ .
Quien siembre para satisfacer sus apetitos desordenados , de ellos cosechará frutos de muerte ; mas quien siembre para agradar al Espíritu , el Espíritu le dará una cosecha de vida eterna .	Oñemitỹva tembipota vaípe , hembipota vaígui omono'õ vaerã mano . Oñemitỹva Espíritupe , upe Espíritugui omono'õne jeikove opave'ỹva .
Así que no debemos cansarnos de hacer el bien ; porque si no nos desanimamos , a su debido tiempo cosecharemos .	Aipórõ , na ñane kane'õi vaerã jajapo haguã iporãva . Na ñane ate'ỹi ramo , hi'árape ñamono'õne .
Así que entonces , hagamos bien a todos según tengamos oportunidad , y especialmente a los de la familia de la fe .	Upévare , ko'ágã ikatúva , jajapo iporã opavavépe guarã , tenondete umi ñane moirũvape ñande jeroviápe .
Fíjense que uso letras grandes para escribirles de mi propio puño y letra estas últimas palabras .	Pema'ẽmína mba'éichapa tuicha ko che po rupiete ahaíva hína peẽme ko'ágã .
Los que desean agradar en la carne tratan de obligarlos a que se circunciden , simplemente para no ser perseguidos a causa de la cruz de Cristo .	Umi pende jopyséva pejeapi'ouka haguã , ojapo opyta porã haguãnte yvypóra ndive , ha oñemuña'ỹ haguã Cristo kurusu rehehápe .
Ni siquiera los que luchan a favor de la circuncisión cumplen toda la ley . Solo quieren que ustedes se circunciden para poder jactarse de ello y decir a todos que ustedes son sus discípulos .	Umi ojeapi'óva jepe niko ndojapopái pe tembiapoukapy he'íva . Ha oipota hikuái peẽ pejeapi'ouka , ha'e kuéra oñembotuicha haguã ijejapópe , pende jopy haguére peẽme peraha haguã pende retére upe pere .
En cuanto a mí , que nunca me jacte de otra cosa que no sea la cruz de nuestro Señor Jesucristo . Debido a esa cruz , mi interés por este mundo fue crucificado y el interés del mundo por mí también ha muerto .	Che katu , mba'evére ndajejaposéi , Ñandejára Jesucristo kurusu rehénte . Cristo kurusu rupi niko , ko yvy omano chéve guarã , ha che amano ko yvýpe guarã .
Porque ni la circuncisión es nada , ni la incircuncisión , sino una nueva creación [ es algo ] .	Mba'evéko ndaha'éi pe jajeapi'ouka térã nahániri . Pe añetehápe iporãva niko , pe jaikove jey .
Y a todos los que hayan de andar ordenadamente por esta regla de conducta , sobre ellos haya paz y misericordia , sí , sobre el Israel de Dios .	Umi péicha oikóva katu taipy'a guapy ha tojeporiahurereko , ha upéicha avei umi Tupã reheguáva .
De aquí en adelante nadie me cause molestias , porque yo llevo en mi cuerpo las marcas ( cicatrices ) de Jesús .	Ko'águi rire ndaipota véima avave omoĩ che rapépe mba'e vai , umi pere arekóva che retére ohechauka cheha Jesús rembiguái .
Hermanos , que nuestro Señor Jesucristo derrame su gracia sobre todos ustedes . Amén .	Che pehẽngue kuéra , Ñandejára Jesucristo toñohẽ ipytyvõ pende ári . Amén .
Yo , Pablo , elegido por la voluntad de Dios para ser apóstol de Cristo Jesús , escribo esta carta al pueblo santo de Dios en Éfeso , fieles seguidores de Cristo Jesús .	Che Pablo , Jesucristo apóstol Tupã oipotágui , amoguahẽ che maitei opa umi oikóva táva Éfesope Tupã mba'éva ha ojeroviáva Cristo Jesús rehe .
Que Dios nuestro Padre y el Señor Jesucristo les concedan gracia y paz .	Tupã ñande Ru ha Ñandejára Jesucristo ta pende rovasa ha tome'ẽ peẽme py'a guapy .
Alabado sea el Dios y Padre de nuestro Señor Jesucristo , pues en Cristo nos ha bendecido en los cielos con toda clase de bendiciones espirituales .	Toñemomba'e guasu Tupã , Ñandejára Jesucristo Túva . Cristo rupi niko ha'e ñande rovasa vaekue opaichagua jehovasápe yvágagui oúva reheve .
Dios nos escogió en Cristo desde antes de la creación del mundo , para que fuéramos santos y sin defecto en su presencia . Por su amor ,	Cristo rupi niko Tupã ñande poravo vaekue opa mba'e ojapo mboyve , jaiko haguã henondépe , chupe oñemboyke vaekue ha imarã'ỹvaicha . Ha ha'e ñande rayhúgui ,
nos predestinó para adopción como hijos para sí mediante Jesucristo , conforme a la buena intención de Su voluntad ,	ymaite guive voi ñande poravo vaekue , ñande rereko haguã ta'ýra tee ramo Jesucristo rupi , upéicha ojaposégui ha oipotágui .
para alabanza de la gloria de su gracia , con la cual nos hizo aceptos en el Amado .	Upéicha ha'e ojapo , opa árape ñamomba'e guasu haguã Tupãme imborayhu tuichaitére , ha heseve ñande rovasa haguére Ta'ýra ohayhu etéva rupi .
nos dio a conocer el misterio de Su voluntad , según la buena intención que se propuso en Cristo ,	ha oikuaauka ñandéve upe ha'e ojapótava ha avave oikuaa'ỹva . Ha'e imba'e porãgui , oñemoĩ vaekue ojapo haguã ko'ã mba'e Cristo rupi ,
para que cuando llegara el tiempo señalado reuniera todas las cosas en Cristo , tanto las que están en los cielos , como las que están en la tierra .	ha omoĩ ára oguahẽ haguã hu'ãme upe ha'e oipotáva . Ha pe Tupã oipotáva niko kóva : Ombyatypase Cristo poguýpe opaite mba'e oĩva yvágape ha yvýpe .
también hemos obtenido herencia , habiendo sido predestinados según el propósito de aquel que obra todas las cosas conforme al consejo de su voluntad ,	Tupã péicha oipotágui , ha opa mba'e ojehúva ojehúgui ha'e oipotahaícha niko ore poravo vaekue ymaite guive Cristo rupi , roiko haguã imba'e teéva ramo .
para que sirviéramos para la alabanza de su gloria , nosotros los que hemos sido los primeros en esperar en el Cristo .	Ha'e niko oipota vaekue ore raẽvete roju rojerovia Cristo rehe , ikatu haguãicha opavave romomba'e guasu ipokatu tuichaite .
En El también ustedes , después de escuchar el mensaje de la verdad , el evangelio de su salvación , y habiendo creído , fueron sellados en El con el Espíritu Santo de la promesa ,	Peẽ avei pehendu umi ñe'ẽ añetéva , marandu porã pene pysyrõva . Pejerovia Cristo rehe ha Tupã omoĩ pende rehe imba'eha , ome'ẽvo peẽme Espíritu Santo he'i haguéicha ome'ẽtaha .
El Espíritu es la garantía que tenemos de parte de Dios de que nos dará la herencia que nos prometió y de que nos ha comprado para que seamos su pueblo . Dios hizo todo esto para que nosotros le diéramos gloria y alabanza .	Jarekógui Tupã Espíritu , jaikuaa porã jahupytytaha umi mba'e Tupã ome'ẽtava umi imba'e teévape . Ha ñande jorapaitévo ha ojapóvo ñande hegui hetã imba'e teerã , opavave ñamomba'e guasúta ipokatu tuichaite .
Por eso yo , al tener noticias de la fe que tienen en Jesús , el Señor , y del amor que dispensan a los creyentes ,	Upévare , aikuaágui peẽ pejeroviaha Ñandejára Jesús rehe ha pehayhuha opa umi Tupã mba'évape ,
no ceso de dar gracias por ustedes al recordarlos en mis oraciones ,	opa árape amoguahẽva che aguije Tupãme pende rehe , ha añembo'évo che mandu'áva pende rehe .
Pido al Dios de nuestro Señor Jesucristo , al glorioso Padre , que les conceda el don espiritual de la sabiduría y se manifieste a ustedes , para que puedan conocerlo verdaderamente .	Ajerure Ñandejára Jesucristo Tupãme , Túva tuichaitéva , ome'ẽ haguã peẽme pe Espíritu , pene moarandu ha oikuaauka haguã peẽme mba'eichaguápa Tupã , ha añetehápe peikuaa haguã chupe .
Pido que les inunde de luz el corazón , para que puedan entender la esperanza segura que él ha dado a los que llamó — es decir , su pueblo santo — , quienes son su rica y gloriosa herencia .	Ajerure Tupãme omyesakã haguã peẽme pene akãme perekóva , peikuaa porã haguã mba'e peha'arõ haguãpa ha'e pene renói raka'e , ha mba'eichaitépa ha'e tuicha ohovasa opa mba'épe , umi imba'évape ,
y cuán grande y sin límites es su poder , el cual actúa en nosotros los creyentes . Este poder es el mismo que Dios mostró con tanta fuerza y potencia	ha mba'eichaitépa tuicha ha ijojaha'ỹva pe ipokatu ñane pytyvõva , ñande Cristo rehe jajeroviápe . Ko ipokatu ñane pytyvõva niko hína pe pokatu Tupã ohechauka mbarete vaekue ,
Ese poder obró en Cristo cuando Lo resucitó de entre los muertos y Lo sentó a Su diestra en los lugares celestiales ,	omopu'ã jey ramo Crístope , ha omboguapy chupe ijakatúape , yvágape .
Ahora Cristo está muy por encima de todo , sean gobernantes o autoridades o poderes o dominios o cualquier otra cosa , no solo en este mundo sino también en el mundo que vendrá .	Tupã omoĩ chupe opaichagua yvategua ruvicha ári , ha opaite mba'e oĩva ári , ko'agãgua ha oútava .
Dios sometió todas las cosas bajo sus pies , y lo dio a la iglesia , como cabeza de todo ,	Ha'e omoĩ opaite mba'e Cristo py guýpe , ha omoĩ Crístope voi iglésia akãrõ .
Pues la iglesia es el cuerpo de Cristo , de quien ella recibe su plenitud , ya que Cristo es quien lleva todas las cosas a su plenitud .	Cristo iglésia niko Cristo rete hína , Cristo rupi oĩmba porãva , Cristo rupi hína opaite mba'e oĩ porãmba .
Antes ustedes estaban muertos a causa de las maldades y pecados	Yma niko peẽ pemano vaekue , tembiapo vai ha angaipa poguýpe .
los cuales en otro tiempo practicaron , pues vivían de acuerdo a la corriente de este mundo y en conformidad con el príncipe del poder del aire , que es el espíritu que ahora opera en los hijos de desobediencia .	Peiko vaekue opa yvypóra heko añáva oikoháicha , ha pejapo pe espíritu aña ruvicha yvytúre oikóva oipotahaícha , ha oguerekóva ipoguýpe umi Tupãme ohenduse'ỹvape .
De esa manera vivíamos también todos nosotros en otro tiempo , siguiendo nuestros malos deseos y cumpliendo los caprichos de nuestra naturaleza pecadora y de nuestros pensamientos . A causa de eso , merecíamos con toda razón el terrible castigo de Dios , igual que los demás .	Ha umívaicha niko opavavete jaiko vaekue ymave . Jaiko vaekue jaikoseháicha ha jajapo umi mba'e vai ñane akãme jarekóva . Upévare , Tupã ñane nupã pochy vaerã mo'ã , ñane rembiapo vaikue ojerureháicha , ambuére ojapo haguéicha .
Pero la piedad de Dios es grande , e inmenso su amor hacia nosotros .	Tupã katu , tuicha ñande poriahurerekógui ha tuicha ñande rayhúgui ,
nos dio vida junto con Cristo , aun cuando estábamos muertos en nuestros pecados ( la gracia de Dios los ha salvado ) ,	jaikove ramo jepe ku omanóva ramo guáicha ñane rembiapo vai haguére , ñane moingove jey Cristo ndive . Tupã imba'e porãgui peñepysyrõ .
y con El nos resucitó y con El nos sentó en los lugares celestiales en Cristo Jesús ,	Ha Cristo ndive voi ñane moingove jey , ha ñane mboguapy hendive yvágape .
a fin de que en los sistemas de cosas venideros se demostraran las riquezas sobrepujantes de su bondad inmerecida en su benevolencia para con nosotros en unión con Cristo Jesús .	Péicha ojapo ohechauka haguã umi ára oútavape mba'eichaitépa ñande rayhu ha mba'eichaitépa imba'e porã ñane ndive Cristo Jesús rupi .
Por esta bondad inmerecida , en verdad , ustedes han sido salvados mediante fe ; y esto no debido a ustedes : es dádiva de Dios .	Tupã imba'e porãgui ha peẽ pejeroviágui hese , peñepysyrõ .
No es el resultado de las propias acciones , de modo que nadie puede gloriarse de nada ;	Kóva ndaha'éi pende jehegui ikatúva pejapo , Tupã ome'ẽ rei peẽme .
Porque somos producto de su obra y fuimos creados en unión con Cristo Jesús para obras buenas , las cuales Dios preparó por anticipado para que anduviéramos en ellas .	Tupã niko pe ñande apóva , ha ñane mbojoajúvo Cristo ndive ñande apo ypy vaekue jajapo haguã umi mba'e iporãva ha'e omoĩma vaekue voi ñandéve .
Recuerden , pues , que ustedes , paganos en otro tiempo por nacimiento y considerados incircuncisos por los llamados circuncisos — esos que llevan en su cuerpo una marca hecha por manos humanas — ,	Peẽ judio'ỹva peikove ypy guive , ha “ ojeapi'o'ỹva ” he'íva pende rehe umi judío ( upéicha ha'e kuéra ojapógui ijehe ) aníke pende resarái mba'eichaguápa vaekue peẽ .
recuerden que en ese tiempo ustedes estaban separados de Cristo , excluidos de la ciudadanía ( comunidad ) de Israel , extraños a los pactos de la promesa , sin tener esperanza y sin Dios en el mundo .	Umíva umi árape peẽ peiko vaekue Cristo rehe'ỹ ha ndaha'éi vaekue Tupã retãgua . Tupã ñe'ẽ me'ẽ na pende rupytýi vaekue ha avei umi mba'e ha'e he'i vaekue ome'ẽtaha hetã guápe . Peiko vaekue ko yvy ári Tupã rehe'ỹ ha mba'eve ndaperekói vaekue peha'arõ haguã .
Pero ahora en Cristo Jesús , ustedes , que en otro tiempo estaban lejos , han sido acercados por la sangre de Cristo .	Ko'ágã katu , pejoajúvo Cristo ndive , peẽ mombyry peime vaekue Tupãgui ko'ágã peñemoaguĩ , pe huguy ha'e oñohẽ vaekue rupi .
Porque él es nuestra paz . De dos pueblos hizo uno solo , al derribar la pared intermedia de separación	Cristo voi niko ogueru ñandéve py'a guapy . Judío ha judío'ỹvagui ojapo peteĩ tetã , ha omano rupi kurusúre , oity pe tápia omomombyrýva chupe kuéra ojuehegui .
Puso fin a la ley que consistía en mandatos y reglamentos , y en sí mismo creó de las dos partes un solo hombre nuevo . Así hizo la paz .	Ha'e voi oheja rei umi judío rembiapoukapy . Péicha , judío kuéra ha judío'ỹvagui ojapo peteĩ mba'e ipyahúva ojoaju rupi hendive , ha ogueru chupe kuéra py'a guapy .
y para reconciliar plenamente con Dios a ambos pueblos en un solo cuerpo mediante el madero de tormento , porque había matado la enemistad por medio de sí mismo .	Omano rupi kurusúre , ha'e ohundi pe a'e'ỹ oguereko vaekue judío ha judio'ỹva ojuehe ha omoingo porã chupe kuéra Tupã ndive . Mokõivégui ojapo peteĩ mba'e añónte .
Cristo vino a traer buenas noticias de paz a todos , tanto a ustedes que estaban lejos de Dios como a los que estaban cerca .	Cristo niko ou vaekue omoherakuãvo marandu porã , oguerúva py'a guapy opavavépe : peẽme judio'ỹvape mombyry peiméva Tupãgui , ha judío kuérape aguĩ oĩvape Tupãgui .
porque por medio de El los unos y los otros tenemos nuestra entrada al Padre en un mismo Espíritu .	Cristo rupi niko opavave ikatu ñaguahẽ ñande Túva yvagapegua rendápe peteĩ Espíritu Santo rupi .
Así que ahora ustedes , los gentiles , ya no son unos desconocidos ni extranjeros . Son ciudadanos junto con todo el pueblo santo de Dios . Son miembros de la familia de Dios .	Upévare , peẽ ndaha'e véima tetã ambuegua , napeime véima yvy pene mba'e'ỹvape . Ko'ágã katu peẽ , peteĩ tetãnte Tupã mba'éva ndive , ha Tupã ñemoñare hína peẽ .
edificados sobre el fundamento de los apóstoles y profetas , siendo Cristo Jesús mismo la piedra angular ,	Peẽ niko , ku ógaicha oñemopu'ãva ita oñemboguapy vaekue ári : umi apóstol ha maranduhára kuéra hína umi ita , ha Jesucristo voi pe ita tuichavéva .
en quien todo el edificio , bien ajustado , va creciendo para ser un templo santo en el Señor .	Cristo rupi , pe óga opu'ã ha ojoajupa porã ojuehe opa hendápe , opu'ãmba peve ha oiko chugui Tupao marangatu oñemboykéva Tupãme .
En Cristo también ustedes son juntamente edificados para morada de Dios en el Espíritu .	Cristo rupi avei , peẽ pejoajupa opavave ndive oiko haguã pende hegui peteĩ Tupao Tupã Espíritu oiko haguã .
Por eso yo , Pablo , estoy preso por causa de Cristo Jesús para bien de ustedes , los no judíos .	Upévare , che Pablo , añemyakãsã ha añemboty koty ypytũme Cristo Jesús rayhupápe , ha amba'apógui pende rehehápe , peẽ judío'ỹvare .
Sin duda ustedes se habrán enterado del plan que Dios , en su bondad , me asignó para el bien de ustedes ;	Pehendúmane ra'e Tupã imba'e porã rupi , ome'ẽ hague chéve amba'apo haguã pende apytépe .
es decir , el misterio que me dio a conocer por revelación , como ya les escribí brevemente .	Tupã oikuaauka vaekue chéve umi mba'e ha'énte oikuaáva ha ojaposéva , amombe'úma haguéicha peẽme mbykymi .
Cuando lean esto que les escribo , entenderán la percepción que tengo de este plan acerca de Cristo .	Upéva pehechávo , pehecha kuaáta che aikuaaha umi mba'e Tupãnte oikuaáva Cristo rehegua ,
En otras generaciones este [ secreto ] no fue dado a conocer a los hijos de los hombres como ahora ha sido revelado a sus santos apóstoles y profetas por espíritu ,	ha avavépe ndojekuaaukái vaekue araka'eve . Ko'ágã katu , Tupã oikuaauka umíva umi mba'e , ijapóstol ha imaranduhára kuéra marangatúpe Ijespíritu rupi .
